"Movie","Playdate","Playtime","Play_month","Weekdays","Rep_Nationality","Grade","Rep_production","Rep_distributor","Rep_genre","Rep_director","Rep_actor1","Rep_actor2","Rep_actor3","Rep_actor4","Rep_actor5","Critic_star","Naver_star_before_play","Naver_participants_before_play","Naver_expect_index_wannasee","Naver_expect_index_notreally","Watcha_star","Watcha_participants","Watcha_expect_index_wannasee","Watcha_comments","Week1_playdays","Week1_holiday","Week1_sales","Week1_sales_share","Week1_audience","Week1_screen","Week1_screening","Week2_isplay","Week2_holiday","Week2_sales","Week2_sales_share","Week2_audience","Week2_screen","Week2_screening","Week3_holiday","Week4_holiday","Week2_Cum_audience","Week3_Cum_audience","Week4_Cum_audience","Week5_Cum_audience"
"더 셰프","2015-11-05",101,11,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)이수C&E","드라마","존 웰스","브래들리 쿠퍼","시에나 밀러","오마 사이","다니엘 브륄","엠마 톰슨",6,9,167,914,70,3.3,28334,9769,1342,7,2,1223844348,0.042,153081,409,10110,1,2,217910800,0.008,28292,227,2290,2,2,181373,182839,182882,182912
"글로리데이","2016-03-24",93,3,"목요일","한국","15세이상관람가","(주)보리픽쳐스","(주)엣나인필름","드라마","최정열","지수","김준면","류준열","김희찬","김동완",6,9,933,26181,1269,3,11303,3698,698,7,2,1004479668,0.049,129940,494,8321,1,2,334250000,0.028,41515,292,3446,3,2,171455,177948,180649,180936
"레전드","2015-12-10",132,12,"목요일","독일/영국/프랑스","청소년관람불가",NA,"(주)이수C&E","액션","브라이언 헬겔랜드","톰 하디","태런 에저튼","에밀리 브라우닝",NA,NA,6,9,84,1823,109,3,17512,8137,1321,7,2,1397049930,0.064,175026,449,9754,1,2,35394000,0.001,4258,31,227,3,3,179284,179444,179788,179788
"무현, 두 도시 이야기","2016-10-26",95,10,"수요일","한국","15세이상관람가","<무현","(주)모멘텀엔터테인먼트","다큐멘터리","전인환","김원명","노무현",NA,NA,NA,6,7,609,3817,431,3.5,7915,3978,796,8,2,224047700,0.007,29866,97,1014,1,2,482442700,0.021,60437,101,1849,2,2,90303,136728,162463,179181
"핵소 고지","2017-02-22",139,2,"수요일","미국/캐나다/호주","15세이상관람가",NA,"판씨네마(주)","드라마","멜 깁슨","앤드류 가필드","샘 워싱턴","휴고 위빙",NA,NA,6,9,561,2640,312,3.7,18077,6955,2149,8,3,1119775600,0.032,147658,869,7412,1,2,123498600,0.006,16160,109,931,2,2,163818,169505,170480,171325
"19곰 테드 2","2015-06-25",115,6,"목요일","미국/캐나다/호주","청소년관람불가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","코미디","세스 맥팔레인","마크 월버그","세스 맥팔레인","아만다 사이프리드","모건 프리먼","리암 니슨",5,9,85,2859,379,3,27202,3529,1145,7,2,1066910300,0.031,133063,297,5809,1,2,280143800,0.008,33946,100,1222,2,2,167009,169787,170512,170512
"문라이트","2017-02-22",111,2,"수요일","미국/캐나다/호주","15세이상관람가",NA,"CGV아트하우스","드라마","배리 젠킨스","트레반트 로즈","앙드레 홀랜드","나오미 해리스",NA,NA,8,9,365,757,150,3.9,37570,24956,4832,8,3,559651900,0.016,70481,343,2789,1,2,398072500,0.018,48886,191,2216,2,2,119367,148827,163793,170136
"벨빌의 세 쌍둥이","2016-10-27",80,10,"목요일","독일/영국/프랑스","12세이상관람가",NA,"찬란","애니메이션","실뱅 쇼메",NA,NA,NA,NA,NA,8,9,70,236,17,3.7,3779,9789,199,7,2,7088900,0,865,13,96,1,2,4341000,0,541,9,57,2,2,1406,1656,1792,1830
"부활","2016-03-17",107,3,"목요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","드라마","케빈 레이놀즈","조셉 파인즈","톰 펠튼",NA,NA,NA,NA,NA,NA,NA,NA,3.4,1256,532,164,7,2,352460100,0.025,49698,120,2205,1,2,401190500,0.019,57406,136,1799,2,3,107104,142184,161692,168281
"조이","2016-03-10",124,3,"목요일","미국/캐나다/호주","12세이상관람가",NA,"이십세기폭스코리아(주)","코미디","데이빗 O. 러셀","제니퍼 로렌스","브래들리 쿠퍼","로버트 드니로",NA,NA,6,9,283,2287,259,3.2,17973,8808,1326,7,2,1052282500,0.054,131635,405,9686,1,2,252711400,0.018,31539,221,2872,2,2,163174,165443,166162,167251
"스누피: 더 피너츠 무비","2015-12-24",93,12,"목요일","미국/캐나다/호주","전체관람가",NA,"이십세기폭스코리아(주)","애니메이션","스티브 마티노",NA,NA,NA,NA,NA,6,10,261,2911,180,3.4,3608,1886,358,7,3,1085500000,0.019,142422,348,3346,1,3,326551400,0.007,43252,168,1198,2,2,185674,188740,190047,191558
"더 큐어","2017-02-15",146,2,"수요일","미국/캐나다/호주","청소년관람불가",NA,"이십세기폭스코리아(주)","미스터리","고어 버빈스키","데인 드한","제이슨 아이삭스","미아 고스","셀리아 임리",NA,6,9,121,2824,279,2.8,10554,5625,1585,8,2,1265360300,0.042,152103,824,7633,1,3,62750400,0.002,7423,99,661,2,2,159526,159545,159545,159545
"아메리칸 울트라","2015-08-27",95,8,"목요일","미국/캐나다/호주","청소년관람불가",NA,"씨제이이앤엠(주)","액션","니마 누리자데","제시 아이젠버그","크리스틴 스튜어트","코니 브리튼","토퍼 그레이스","월튼 고긴스",6,9,243,2026,240,2.9,18109,3904,1693,7,2,1247357295,0.041,154871,341,8142,1,2,34246000,0.001,4189,60,479,2,2,159060,159060,159060,159060
"숀더쉽","2015-08-13",85,8,"목요일","독일/영국/프랑스","전체관람가",NA,"(주)박수엔터테인먼트","애니메이션","마크 버튼",NA,NA,NA,NA,NA,7,10,166,1243,127,3.5,3194,1830,254,7,2,476513600,0.008,67479,263,2212,1,2,75593800,0.002,11664,73,437,2,2,79143,83801,84723,85207
"동급생","2016-05-19",61,5,"목요일","일본/중국","15세이상관람가",NA,"(주)박수엔터테인먼트","애니메이션","나카무라 쇼코","카미야 히로시","노지마 켄지","이시카와 히데오",NA,NA,7,10,30,1037,43,3.8,2862,3420,195,7,2,97129000,0.003,13346,100,880,1,2,60624500,0.002,8402,59,463,3,2,21748,31895,35659,37484
"하이큐!! 끝과 시작","2016-11-16",89,11,"수요일","일본/중국","12세이상관람가",NA,"(주)팝엔터테인먼트","애니메이션","미츠나카 스스무","히노 사토시","이리노 미유",NA,NA,NA,NA,10,201,8877,131,3.9,2813,1108,135,8,2,372902500,0.014,51638,236,1842,1,2,107519000,0.004,15141,96,1002,2,2,66779,73046,75055,75597
"미스컨덕트","2016-03-30",105,3,"수요일","미국/캐나다/호주","15세이상관람가",NA,"(주)박수엔터테인먼트","범죄","시모사와 신타로","알 파치노","안소니 홉킨스","조쉬 더하멜","이병헌",NA,4,8,228,1725,204,1.9,2536,772,438,8,2,1033061038,0.082,135226,865,10252,1,3,91870000,0.005,12151,178,1662,2,2,147377,147913,148512,149095
"비정규직 특수요원","2017-03-16",117,3,"목요일","한국","15세이상관람가","(주)스톰픽쳐스코리아","(주)이수C&E","코미디","김덕수","강예원","한채아","조재윤","김민교","김성은",3,8,761,2648,866,1.7,2420,233,432,7,2,1078236200,0.042,140124,497,10422,1,2,38536500,0.001,5020,102,655,2,2,145144,145979,146161,146161
"시카리오: 암살자의 도시","2015-12-03",121,12,"목요일","미국/캐나다/호주","청소년관람불가",NA,"롯데쇼핑㈜롯데엔터테인먼트","범죄","드니 빌뇌브","에밀리 블런트","베니치오 델 토로","조슈 브롤린",NA,NA,8,10,48,409,40,3.8,70471,18627,4925,7,2,599466652,0.026,75549,227,3907,1,2,363777400,0.017,44066,123,1686,2,3,119615,128058,138658,145404
"13시간","2016-03-03",144,3,"목요일","미국/캐나다/호주","15세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","액션","마이클 베이","존 크랜신스키","파블로 쉬레이버","토비 스티븐스",NA,NA,6,8,109,770,119,3.3,7128,1317,668,7,2,985247914,0.042,123124,380,7264,1,2,147474900,0.008,18264,161,1930,2,2,141388,144617,144827,144827
"은밀한 유혹","2015-06-04",110,6,"목요일","한국","15세이상관람가","(주)영화사비단길","씨제이이앤엠(주)","멜로/로맨스","윤재구","임수정","유연석","이경영","박철민","진경",4,9,239,4687,738,2.4,9628,2961,623,7,2,952358247,0.049,121633,394,12405,1,2,144192000,0.005,18503,197,2388,2,2,140136,142066,142151,142181
"바다의 노래: 벤과 셀키요정의 비밀","2016-01-14",99,1,"목요일","기타","전체관람가",NA,"(주)영화사 진진","애니메이션","톰 무어",NA,NA,NA,NA,NA,7,9,203,928,53,3.9,2414,4344,231,7,2,55905300,0.002,7856,141,986,1,2,5421000,0,865,9,79,2,5,8721,8838,8951,9091
"드래곤볼 Z : 부활의 F","2015-10-01",94,10,"목요일","일본/중국","전체관람가",NA,"씨제이이앤엠(주)","애니메이션","야마무로 타다요시","김환진","최한","최문자",NA,NA,5,9,205,1931,143,2.7,2404,86,250,7,2,132028200,0.005,17769,76,776,1,3,31726900,0.001,4101,28,185,2,2,21870,22025,22025,22025
"플로렌스","2016-08-24",111,8,"수요일","독일/영국/프랑스","15세이상관람가",NA,"(주)이수C&E","드라마","스티븐 프리어스","메릴 스트립","휴 그랜트",NA,NA,NA,7,9,184,756,93,3.2,5630,3904,582,8,2,866317800,0.028,112632,760,6676,1,2,168921800,0.009,21664,137,1324,3,4,134296,136235,137324,138113
"제 5침공","2016-02-25",112,2,"목요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","액션","J 블레이크슨","클로이 모레츠","닉 로빈슨","알렉스 로",NA,NA,NA,7,192,2777,403,2.2,7943,1516,751,7,3,991013500,0.024,129435,312,4308,1,2,48734400,0.002,6256,95,872,2,2,135691,135725,135725,135725
"아메리칸 셰프","2015-01-07",114,1,"수요일","미국/캐나다/호주","15세이상관람가",NA,"(주)영화사 진진","코미디","존 파브로","존 파브로","엠제이 안소니","소피아 베르가라","스칼렛 요한슨","더스틴 호프만",6,9,336,1802,176,3.9,167876,33508,5544,8,2,371183829,0.01,46412,192,1688,1,2,198854100,0.005,24230,61,635,2,2,70642,92030,114777,133109
"워터 디바이너","2015-01-28",111,1,"수요일","미국/캐나다/호주","15세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","드라마","러셀 크로우","러셀 크로우","올가 쿠릴렌코","제이 코트니",NA,NA,6,9,108,925,82,3.1,3555,1399,340,8,2,885774335,0.034,120436,650,8062,1,2,85043400,0.004,10988,111,998,3,4,131424,132558,132828,132970
"고녀석 맛나겠다2 : 함께라서 행복해","2015-07-29",80,7,"수요일","한국","전체관람가","(주)미디어캐슬","(주)리틀빅픽쳐스","애니메이션","최경석","엄상현","시영준","안장혁","정주원","안효민",5,9,139,2251,288,3.5,2057,800,45,8,2,286912000,0.004,40980,257,1215,1,2,57222000,0.001,8337,29,201,2,2,49317,50562,51886,52412
"우먼 인 골드","2015-07-09",109,7,"목요일","미국/캐나다/호주","12세이상관람가",NA,"(주)팝엔터테인먼트","드라마","사이먼 커티스","헬렌 미렌","라이언 레놀즈","다니엘 브륄",NA,NA,7,9,108,540,81,3.8,14440,12214,1018,7,2,529685500,0.014,70006,252,3441,1,2,234170300,0.007,30158,92,986,2,2,100164,116558,125635,131982
"나의 절친 악당들","2015-06-25",109,6,"목요일","한국","청소년관람불가","휠므빠말주식회사","이십세기폭스코리아(주)","범죄","임상수","류승범","고준희","류현경","샘 오취리","김응수",6,9,319,1791,530,2.1,13405,1435,1210,7,2,957051164,0.028,121691,384,8822,1,2,56853000,0.002,7148,113,909,2,2,128839,129756,129777,129777
"명탐정 코난: 에피소드 원-작아진 명탐정","2017-02-08",95,2,"수요일","일본/중국","12세이상관람가",NA,"씨제이이앤엠(주)","애니메이션","야마모토 야스이치로",NA,NA,NA,NA,NA,NA,8,408,8606,312,3.3,2046,392,140,8,2,751296100,0.024,96807,381,2891,1,2,192585400,0.006,24537,129,926,3,2,121344,128396,128472,128472
"대니쉬 걸","2016-02-17",119,2,"수요일","미국/캐나다/호주","청소년관람불가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","드라마","톰 후퍼","에디 레드메인","알리시아 비칸데르","엠버 허드","벤 위쇼",NA,7,9,110,3482,220,4,51905,27798,3570,8,2,593268484,0.018,75535,447,3471,1,3,235232500,0.006,28960,72,900,2,2,104495,118345,124925,127943
"시간위의 집","2017-04-05",100,4,"수요일","한국","15세이상관람가","리드미컬그린(주)","(주)리틀빅픽쳐스","미스터리","임대웅","김윤진","옥택연","조재윤","이한위","박준면",5,9,866,1987,396,2.5,2675,529,396,8,2,930806800,0.052,117082,861,9664,1,2,67171600,0.003,8742,128,1143,2,3,125824,126751,126783,126783
"눈길","2017-03-01",121,3,"수요일","한국","15세이상관람가","KBS","(주)엣나인필름","드라마","이나정","김영옥","김향기","김새론","조수향","서영주",6,9,80,3833,309,3.9,5152,8544,435,8,3,773888000,0.03,101609,945,7365,1,2,139499200,0.007,19700,206,1992,2,2,121309,124052,125706,126089
"마이 리틀 자이언트","2016-08-10",117,8,"수요일","미국/캐나다/호주","전체관람가",NA,"월트디즈니컴퍼니코리아(주)","어드벤처","스티븐 스필버그","마크 라이런스","레베카 홀","빌 헤이더","제메인 클레멘트","매트 프류어",7,9,75,1311,102,3.2,4392,3578,542,8,3,578964400,0.009,74068,250,1643,1,2,271911500,0.007,34171,104,924,2,2,108239,120211,124205,124677
"카페 소사이어티","2016-09-14",96,9,"수요일","미국/캐나다/호주","15세이상관람가",NA,"CGV아트하우스","멜로/로맨스","우디 앨런","제시 아이젠버그","크리스틴 스튜어트","스티브 카렐","블레이크 라이블리",NA,7,9,31,824,59,3.4,24710,18536,2494,8,5,617312975,0.013,73724,392,3518,1,2,232146563,0.013,28867,120,1568,3,2,102591,116227,120866,123054
"겁쟁이 페달: 더 무비","2016-01-14",90,1,"목요일","일본/중국","전체관람가",NA,"(주)미디어캐슬","애니메이션","나가누마 노리히로",NA,NA,NA,NA,NA,7,9,49,1210,29,3.8,2043,510,37,7,2,44395691,0.002,6197,52,634,1,2,14245000,0.001,2022,19,139,2,5,8219,10244,10954,11098
"라스트 위치 헌터","2015-12-30",106,12,"수요일","미국/캐나다/호주","15세이상관람가",NA,"TCO(주)더콘텐츠온","액션","브렉 에이즈너","빈 디젤","일라이저 우드","로즈 레슬리","마이클 케인",NA,4,9,235,1304,141,2.7,5608,546,433,8,3,911481800,0.019,118993,543,4124,1,2,19114000,0.001,2374,19,152,2,2,121367,121746,121764,121768
"헤이트풀8","2016-01-07",167,1,"목요일","미국/캐나다/호주","청소년관람불가",NA,"(주)누리픽쳐스","액션","쿠엔틴 타란티노","사무엘 L. 잭슨","커트 러셀","제니퍼 제이슨 리","월튼 고긴스","데미안 비쉬어",9,9,227,973,149,3.8,52434,19186,4386,7,2,739082400,0.027,89153,167,2945,1,2,178811000,0.007,21319,110,1352,2,2,110472,115494,116347,117566
"쿠보와 전설의 악기","2016-10-26",102,10,"수요일","미국/캐나다/호주","전체관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","트래비스 나이트","샤를리즈 테론","랄프 파인즈","루니 마라","매튜 매커너히","조지 타케이",7,8,24,263,43,3.3,1812,861,278,8,2,123820883,0.003,18203,175,1496,1,2,58195979,0.003,8436,98,613,2,2,26639,30017,30499,30525
"퇴마: 무녀굴","2015-08-20",100,8,"목요일","한국","15세이상관람가","(주)케이프로덕션","씨네그루(주)다우기술","공포(호러)","김휘","김성균","유선","천호진","차예련","김혜성",5,8,188,1993,453,1.9,3455,1004,387,7,2,846836100,0.021,107406,331,5634,1,2,66167400,0.002,8319,82,778,2,2,115725,116740,116759,116759
"여교사","2017-01-04",96,1,"수요일","한국","청소년관람불가","(주)외유내강","필라멘트픽쳐스","드라마","김태용","김하늘","유인영","이원근","이기우",NA,7,9,387,4208,985,2.5,11172,1625,1380,8,2,850114660,0.023,103568,764,5764,1,2,65376300,0.002,7986,65,550,2,4,111554,113190,115117,116045
"죽여주는 여자","2016-10-06",110,10,"목요일","한국","청소년관람불가","한국영화아카데미","CGV아트하우스","드라마","이재용","윤여정","전무송","윤계상","박성진","윤효진",7,9,52,1217,134,3.6,10640,7789,1368,7,2,483738400,0.022,66183,317,5081,1,2,188657700,0.006,25128,133,1584,2,2,91311,105144,112125,114118
"패트와 매트: 뚝딱뚝딱 대소동","2017-03-16",83,3,"목요일","기타","전체관람가",NA,"(주)팝엔터테인먼트","애니메이션","마렉 베네슈",NA,NA,NA,NA,NA,6,9,52,891,35,3.6,1805,790,127,7,2,35388000,0.001,4926,116,780,1,2,10353500,0,1534,40,161,2,2,6460,6843,6843,6843
"킹 오브 프리즘","2016-08-11",60,8,"목요일","일본/중국","12세이상관람가",NA,"(주)박수엔터테인먼트","애니메이션","히시다 마사카즈",NA,NA,NA,NA,NA,NA,10,347,559,41,3.6,1638,345,261,7,3,27574500,0,3512,53,389,1,2,47369000,0.001,5655,22,153,2,2,9167,20374,34619,46765
"다이노소어 어드벤처 : 백악기 공룡대백과","2016-05-04",83,5,"수요일","독일/영국/프랑스","전체관람가",NA,"(주)박수엔터테인먼트","다큐멘터리","닐 나이팅게일",NA,NA,NA,NA,NA,5,8,27,342,75,2.3,21,22,4,8,4,718239700,0.019,93305,541,2790,1,2,105647000,0.003,14355,158,648,2,2,107660,109097,110991,111451
"칼릴 지브란의 예언자","2015-09-10",84,9,"목요일","미국/캐나다/호주","전체관람가",NA,"판씨네마(주)","애니메이션","로저 알러스","리암 니슨","셀마 헤이엑","존 크랜신스키","쿠벤자네 왈리스",NA,7,9,70,188,18,3.7,1632,3544,166,7,2,23537300,0.001,3101,44,303,1,2,14029500,0,1866,19,135,4,2,4967,5940,6276,6568
"셀프/리스","2015-09-10",117,9,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)이수C&E","SF","타셈 싱","라이언 레놀즈","벤 킹슬리","매튜 구드",NA,NA,5,8,69,833,138,3.2,12768,2772,912,7,2,850911764,0.038,108232,340,6475,1,2,17080400,0.001,2103,33,268,4,2,110335,110529,110583,110607
"자백","2016-10-13",106,10,"목요일","한국","15세이상관람가","한국탐사저널리즘센터","(주)엣나인필름","다큐멘터리","최승호","최승호",NA,NA,NA,NA,8,10,685,9464,281,3.8,11681,8177,1232,7,2,429095500,0.014,52524,152,2617,1,2,213986500,0.007,27201,87,1423,2,2,79725,93877,103318,109874
